female	married	nevermar	wkswork	wsal	age	hsdeg	somecol	colldeg	msdoc	hrswkd	nonwht	hispanic	stateid
0	1	0	52	63000	58	0	0	1	0	60	0	0	41
0	1	0	52	70000	38	0	0	1	0	40	0	0	41
0	1	0	52	83868	57	0	1	0	0	40	0	0	41
1	1	0	52	16000	49	1	0	0	0	77	1	0	41
1	0	1	49	60000	25	0	0	1	0	40	0	0	41
1	0	1	50	42889	35	0	0	1	0	50	0	0	41
0	0	1	52	15500	43	1	0	0	0	40	0	0	41
0	1	0	52	98372	55	0	1	0	0	40	0	0	41
1	1	0	52	65981	54	1	0	0	0	40	0	0	41
1	1	0	52	65000	58	0	0	0	1	40	0	0	41
0	0	1	52	44000	25	0	1	0	0	40	0	1	41
1	1	0	52	12000	57	0	0	0	0	40	0	1	41
0	0	1	52	14000	45	0	1	0	0	40	0	0	41
1	0	1	52	102000	44	0	0	0	1	40	0	0	41
0	1	0	52	15600	29	0	1	0	0	40	0	1	41
0	1	0	52	55000	46	0	0	1	0	45	0	0	41
0	0	0	52	19968	56	1	0	0	0	40	0	1	41
0	0	1	52	40000	49	1	0	0	0	75	0	0	41
0	0	1	52	70000	48	0	0	1	0	40	0	1	41
0	0	1	52	24000	35	0	0	1	0	40	0	0	41
0	0	1	52	25000	31	1	0	0	0	55	0	0	41
0	0	0	52	63000	45	1	0	0	0	40	0	0	41
1	1	0	52	72000	47	0	0	0	1	45	0	0	41
1	0	0	52	151610	56	0	0	0	1	55	0	0	41
1	0	1	52	55000	36	0	0	0	1	40	0	1	41
0	0	1	52	58000	40	0	1	0	0	50	0	0	41
0	1	0	52	30000	55	0	1	0	0	40	0	0	41
0	1	0	52	125000	53	0	0	1	0	40	0	0	41
1	1	0	52	180000	49	0	0	1	0	40	0	0	41
1	1	0	52	69000	59	1	0	0	0	40	0	0	41
0	1	0	52	43000	61	0	1	0	0	40	0	0	41
1	1	0	52	24000	26	0	1	0	0	40	0	1	41
0	1	0	52	38000	29	0	1	0	0	40	0	1	41
1	1	0	50	50000	56	0	1	0	0	40	0	0	41
0	1	0	52	83378	55	0	0	1	0	40	0	0	41
1	0	0	52	52000	42	0	0	0	1	40	0	0	41
1	0	0	52	42000	50	0	0	1	0	37	0	0	41
1	1	0	52	62000	39	1	0	0	0	70	0	1	41
0	1	0	52	43000	42	0	0	1	0	40	1	0	41
0	0	0	52	23000	64	0	0	1	0	52	0	1	41
0	0	1	52	5000	33	1	0	0	0	40	1	0	41
1	1	0	52	40000	53	0	0	1	0	41	0	0	41
0	1	0	52	56000	62	0	0	1	0	50	0	0	41
0	0	1	52	35000	42	1	0	0	0	40	0	0	41
0	1	0	52	110000	42	0	0	0	1	40	0	1	41
0	1	0	52	85000	38	0	1	0	0	40	0	0	41
0	1	0	52	44000	43	0	1	0	0	50	1	0	41
1	1	0	52	35000	30	0	1	0	0	40	1	0	41
0	0	1	52	20400	35	0	0	0	0	40	0	1	41
0	0	1	52	92000	33	0	0	1	0	40	0	0	41
0	1	0	52	150000	29	0	0	0	1	55	0	0	41
1	0	0	52	42000	50	0	1	0	0	40	0	0	41
0	0	1	52	40000	54	1	0	0	0	40	1	0	41
0	1	0	52	22000	35	0	0	0	0	40	0	1	41
1	1	0	52	19360	44	1	0	0	0	40	1	0	41
0	1	0	52	20424	45	1	0	0	0	40	1	0	41
1	0	1	52	50800	34	0	0	0	1	40	0	1	41
1	0	1	52	68000	39	0	0	1	0	40	0	0	41
0	0	1	52	24148	31	0	0	1	0	38	0	0	41
1	0	1	48	19200	33	1	0	0	0	40	1	0	41
0	1	0	52	160000	55	0	0	1	0	45	0	0	41
1	1	0	52	120000	44	0	0	1	0	40	0	0	41
1	0	0	52	50000	44	0	1	0	0	40	0	0	41
0	0	0	52	70000	47	0	1	0	0	40	0	0	41
0	0	1	52	110000	25	0	0	1	0	50	0	0	41
1	0	1	52	42000	36	0	1	0	0	40	0	0	41
0	0	1	52	42000	33	0	0	1	0	50	0	0	41
0	0	1	52	30000	33	0	1	0	0	40	0	0	41
0	0	0	52	114000	46	0	0	1	0	45	0	0	41
0	0	1	52	15000	31	1	0	0	0	49	0	0	41
0	1	0	52	51000	49	0	1	0	0	40	0	0	41
1	1	0	52	25000	46	0	1	0	0	35	0	0	41
0	1	0	52	63000	33	1	0	0	0	45	0	0	41
0	1	0	52	82000	45	0	0	1	0	40	0	0	41
1	1	0	52	200000	42	0	0	1	0	40	0	0	41
0	1	0	52	90000	64	0	0	0	1	40	0	0	41
1	0	0	52	77000	48	0	0	0	1	55	0	0	41
1	1	0	52	27000	39	0	1	0	0	40	0	1	41
0	1	0	52	8000	49	1	0	0	0	40	0	0	41
0	0	0	52	150000	41	1	0	0	0	50	1	0	41
1	1	0	52	30000	57	0	1	0	0	40	0	0	41
0	1	0	52	25000	52	0	1	0	0	40	1	0	41
0	1	0	52	35000	48	1	0	0	0	40	1	0	41
1	1	0	52	30000	47	1	0	0	0	50	1	0	41
0	0	1	52	36000	25	1	0	0	0	40	1	0	41
0	1	0	52	24480	60	0	0	0	0	40	0	1	41
0	0	1	52	24960	36	1	0	0	0	40	0	1	41
