female	married	nevermar	wkswork	wsal	age	hsdeg	somecol	colldeg	msdoc	hrswkd	nonwht	hispanic	stateid
0	0	1	52	65000	51	0	1	0	0	60	0	0	49
0	1	0	52	98000	56	0	1	0	0	40	0	0	49
0	1	0	52	55000	34	0	1	0	0	50	1	0	49
1	0	1	52	30000	50	0	1	0	0	36	0	0	49
0	0	0	52	37000	24	1	0	0	0	40	0	0	49
0	0	1	52	20002	28	0	0	0	0	40	0	1	49
0	1	0	52	75000	49	0	0	1	0	35	0	0	49
0	0	0	52	88000	45	0	1	0	0	50	0	1	49
0	1	0	48	500000	46	0	0	0	1	50	0	0	49
0	1	0	52	21000	57	1	0	0	0	40	0	1	49
1	1	0	52	21000	54	1	0	0	0	40	0	1	49
0	1	0	52	140000	62	0	0	1	0	45	0	0	49
0	1	0	52	140000	40	0	0	0	1	40	0	0	49
0	1	0	52	89000	59	0	0	1	0	40	0	0	49
1	1	0	52	70000	60	0	0	1	0	40	0	0	49
0	0	0	52	60000	48	0	0	0	1	40	0	0	49
1	1	0	52	32800	29	0	0	1	0	40	0	0	49
0	1	0	52	86000	41	0	0	1	0	40	0	0	49
1	1	0	52	82000	28	0	0	0	1	45	0	0	49
0	1	0	52	72000	28	0	0	1	0	52	1	0	49
0	1	0	52	75000	49	0	0	1	0	52	1	0	49
1	1	0	52	104000	43	0	0	1	0	45	0	0	49
1	1	0	52	29000	40	1	0	0	0	40	0	0	49
0	1	0	52	88500	40	0	1	0	0	45	0	0	49
0	0	1	52	146500	47	1	0	0	0	47	0	0	49
0	0	0	52	35000	34	1	0	0	0	40	0	1	49
0	1	0	52	62000	46	0	1	0	0	60	0	0	49
1	0	1	52	37000	47	0	0	1	0	40	0	0	49
0	1	0	52	55000	40	0	0	1	0	40	0	0	49
0	1	0	52	80000	38	0	0	1	0	40	0	0	49
1	1	0	52	90000	28	0	1	0	0	40	0	0	49
0	1	0	52	55000	35	1	0	0	0	40	0	1	49
0	1	0	52	60000	29	0	1	0	0	40	0	0	49
0	1	0	52	150000	47	0	0	0	1	40	0	0	49
1	1	0	52	23500	26	1	0	0	0	40	0	0	49
0	1	0	52	87434	26	0	1	0	0	47	0	1	49
0	1	0	52	45000	51	0	1	0	0	40	0	0	49
1	1	0	52	94000	46	0	0	1	0	40	0	0	49
1	1	0	52	40000	47	1	0	0	0	40	0	0	49
0	1	0	52	70000	60	0	0	1	0	40	0	0	49
1	1	0	52	400000	47	0	0	1	0	40	0	0	49
0	1	0	52	100000	48	0	0	0	1	40	0	0	49
0	1	0	52	30000	34	1	0	0	0	60	0	0	49
1	0	0	52	20000	48	0	0	0	0	40	0	0	49
1	1	0	52	36000	51	1	0	0	0	42	0	1	49
0	1	0	52	15000	56	1	0	0	0	40	0	0	49
1	1	0	52	42000	50	0	1	0	0	40	0	0	49
0	1	0	52	58000	53	0	1	0	0	40	0	0	49
0	1	0	52	18000	24	1	0	0	0	40	1	0	49
0	0	0	52	152400	46	0	0	0	1	40	0	0	49
0	1	0	52	80000	57	0	0	0	1	40	0	0	49
0	1	0	52	109000	29	0	0	0	1	40	0	0	49
1	1	0	52	22000	49	1	0	0	0	40	0	0	49
0	1	0	52	55000	61	1	0	0	0	40	0	0	49
0	1	0	52	125000	41	0	0	0	1	40	0	0	49
0	0	1	52	50000	62	1	0	0	0	41	0	0	49
1	0	0	52	22000	42	1	0	0	0	52	0	1	49
0	0	1	52	30000	27	0	1	0	0	40	0	0	49
1	0	1	52	27000	27	0	1	0	0	38	0	0	49
0	0	0	52	26000	39	0	1	0	0	40	0	0	49
0	1	0	52	70000	49	0	0	1	0	44	0	1	49
0	1	0	52	90000	42	1	0	0	0	40	0	0	49
1	1	0	52	52000	32	1	0	0	0	50	0	1	49
0	1	0	52	90000	56	0	0	1	0	40	0	1	49
0	1	0	52	59000	61	0	0	0	1	40	0	1	49
0	1	0	52	95000	27	0	0	1	0	45	0	0	49
0	1	0	52	42000	35	0	0	0	1	40	1	0	49
1	1	0	52	35000	32	0	0	1	0	40	0	0	49
0	1	0	52	200000	45	0	0	1	0	50	0	0	49
0	1	0	52	57000	52	0	0	1	0	40	0	0	49
0	1	0	52	95000	40	0	0	0	1	40	0	0	49
0	1	0	52	260000	53	0	0	0	1	40	0	0	49
0	1	0	52	124000	31	0	1	0	0	55	0	0	49
0	1	0	52	48000	31	0	0	1	0	40	0	0	49
1	1	0	52	75000	31	0	0	1	0	40	0	0	49
0	1	0	52	20000	29	0	1	0	0	40	1	0	49
0	1	0	52	30000	32	0	0	0	1	40	0	0	49
1	1	0	52	198000	40	0	0	1	0	40	0	0	49
0	1	0	52	37000	55	0	1	0	0	40	0	0	49
1	0	1	52	45000	38	1	0	0	0	40	0	0	49
0	1	0	52	85000	38	0	0	0	1	40	0	0	49
1	1	0	52	30000	41	0	1	0	0	40	0	0	49
1	1	0	52	56500	36	0	0	1	0	40	0	0	49
0	1	0	52	105000	40	0	0	0	1	40	0	0	49
0	1	0	52	58000	34	0	0	0	1	45	0	0	49
0	1	0	52	112000	38	0	0	0	1	50	0	0	49
1	1	0	52	150000	31	0	0	0	1	70	0	0	49
0	1	0	52	150000	38	0	0	0	1	40	0	0	49
1	1	0	48	35000	31	0	1	0	0	35	0	0	49
0	1	0	52	25000	35	0	1	0	0	40	0	0	49
0	1	0	52	75000	43	0	0	1	0	40	0	0	49
0	1	0	52	260000	43	0	0	1	0	60	0	0	49
0	1	0	52	90000	32	0	1	0	0	40	0	0	49
0	1	0	52	99000	57	0	0	1	0	42	0	0	49
0	1	0	52	130000	25	0	1	0	0	50	0	0	49
1	1	0	52	50000	30	0	0	1	0	35	0	0	49
0	1	0	52	70000	55	0	1	0	0	40	0	0	49
0	1	0	52	62000	49	0	0	0	0	45	0	1	49
0	0	1	52	86000	30	0	1	0	0	45	0	0	49
0	1	0	52	75000	53	0	1	0	0	40	0	0	49
0	1	0	52	120000	43	0	0	1	0	50	0	0	49
0	1	0	52	52000	40	0	1	0	0	40	1	0	49
0	1	0	52	50000	62	0	1	0	0	40	0	0	49
0	1	0	52	38000	25	0	1	0	0	40	0	1	49
0	0	1	52	22000	29	1	0	0	0	35	0	0	49
1	1	0	52	112000	58	0	1	0	0	40	0	0	49
0	1	0	52	52000	57	1	0	0	0	40	0	0	49
1	1	0	52	38000	50	0	1	0	0	40	0	0	49
0	1	0	50	130000	54	0	1	0	0	40	0	0	49
0	1	0	52	87000	51	1	0	0	0	40	0	0	49
1	1	0	52	45000	59	0	0	0	0	40	1	1	49
0	1	0	52	32000	30	0	1	0	0	40	0	0	49
0	0	0	52	100000	40	0	1	0	0	40	0	0	49
1	1	0	52	20000	48	0	0	0	0	40	0	1	49
0	1	0	52	28000	41	0	0	0	0	40	0	1	49
1	0	1	52	22000	25	1	0	0	0	40	0	0	49
0	1	0	52	74200	30	0	0	0	1	52	1	0	49
0	1	0	52	57000	34	1	0	0	0	55	0	0	49
0	1	0	52	35000	38	1	0	0	0	40	0	0	49
1	1	0	52	35000	34	0	1	0	0	40	0	0	49
0	1	0	52	35000	42	1	0	0	0	40	0	0	49
1	1	0	52	25000	28	1	0	0	0	40	0	0	49
0	1	0	52	61000	52	0	0	1	0	55	0	0	49
1	1	0	52	33800	27	0	1	0	0	40	0	0	49
0	1	0	52	35000	28	0	1	0	0	40	0	0	49
0	1	0	52	39000	45	1	0	0	0	45	0	0	49
0	1	0	52	66000	41	0	0	0	1	40	0	0	49
0	1	0	52	200000	38	0	0	1	0	60	0	0	49
1	1	0	52	50000	56	0	1	0	0	40	0	0	49
1	1	0	52	40000	28	0	1	0	0	40	0	0	49
0	1	0	52	30000	35	0	0	1	0	40	0	0	49
1	1	0	52	48000	29	0	1	0	0	40	0	0	49
0	1	0	52	45000	36	1	0	0	0	40	0	0	49
1	0	0	52	100000	58	0	1	0	0	50	0	0	49
0	0	1	52	65000	25	1	0	0	0	40	0	0	49
0	0	0	52	60000	44	0	1	0	0	50	0	0	49
0	0	1	52	34000	41	0	1	0	0	40	0	0	49
1	1	0	52	100000	44	0	1	0	0	40	0	0	49
1	0	1	52	46000	39	0	0	1	0	38	0	0	49
1	0	0	52	43000	42	0	1	0	0	40	0	0	49
0	1	0	52	53000	45	0	1	0	0	40	0	0	49
0	1	0	52	32432	54	1	0	0	0	40	0	0	49
0	1	0	52	20000	26	0	1	0	0	40	0	0	49
1	0	0	52	42000	55	0	1	0	0	40	0	1	49
0	1	0	52	205000	54	0	0	0	1	40	0	0	49
1	0	0	52	17000	46	1	0	0	0	36	0	0	49
0	0	0	48	38000	35	0	1	0	0	40	0	0	49
0	1	0	52	97500	36	1	0	0	0	40	0	0	49
0	1	0	52	36783	28	1	0	0	0	40	0	0	49
0	1	0	52	97000	43	0	0	1	0	48	0	0	49
1	1	0	52	41000	43	0	0	0	1	40	0	0	49
0	1	0	52	65000	39	1	0	0	0	40	0	0	49
0	1	0	52	65000	30	0	0	1	0	40	0	0	49
0	1	0	52	160000	52	0	0	0	1	40	0	0	49
0	1	0	52	95000	37	0	0	0	1	40	0	0	49
